epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
50                  ,0                   ,0                   ,0.14355             ,0.14312             ,3839                ,2270                ,1482                ,0.13347             ,0.78434             
100                 ,0                   ,0                   ,0.13815             ,0.13796             ,3846                ,2262                ,1478                ,0.14217             ,0.77521             
150                 ,0                   ,0                   ,0.13739             ,0.1371              ,3850                ,2241                ,1479                ,0.14184             ,0.7752              
200                 ,0                   ,0                   ,0.13674             ,0.13637             ,3852                ,2213                ,1479                ,0.14204             ,0.77461             
250                 ,0.01307             ,0.01448             ,0.13549             ,0.13495             ,3851                ,2193                ,1481                ,0.14118             ,0.77506             
300                 ,0.03937             ,0.0447              ,0.13367             ,0.13287             ,3841                ,2190                ,1484                ,0.13957             ,0.77607             
350                 ,0.08435             ,0.09635             ,0.1305              ,0.12923             ,3820                ,2213                ,1490                ,0.13711             ,0.77735             
400                 ,0.11501             ,0.13273             ,0.1283              ,0.1266              ,3816                ,2270                ,1498                ,0.13488             ,0.77782             
450                 ,0.13649             ,0.15908             ,0.12673             ,0.12466             ,3816                ,2293                ,1504                ,0.13293             ,0.77774             
500                 ,0.15191             ,0.17885             ,0.1256              ,0.12319             ,3815                ,2292                ,1508                ,0.13099             ,0.77752             
550                 ,0.16406             ,0.19476             ,0.1247              ,0.12199             ,3814                ,2291                ,1508                ,0.12914             ,0.77712             
600                 ,0.1744              ,0.20773             ,0.12392             ,0.121               ,3813                ,2275                ,1508                ,0.12709             ,0.77683             
650                 ,0.18228             ,0.21837             ,0.12333             ,0.12018             ,3813                ,2275                ,1508                ,0.12509             ,0.77647             
700                 ,0.18898             ,0.22712             ,0.12282             ,0.11951             ,3813                ,2275                ,1507                ,0.12293             ,0.77625             
750                 ,0.19459             ,0.23422             ,0.1224              ,0.11896             ,3813                ,2275                ,1507                ,0.12076             ,0.77608             
800                 ,0.19924             ,0.24008             ,0.12204             ,0.1185              ,3812                ,2275                ,1507                ,0.11853             ,0.77604             
850                 ,0.20311             ,0.24483             ,0.12175             ,0.11813             ,3812                ,2275                ,1507                ,0.11636             ,0.77596             
900                 ,0.20639             ,0.24846             ,0.1215              ,0.11785             ,3811                ,2275                ,1507                ,0.11415             ,0.77594             
950                 ,0.20936             ,0.25173             ,0.12127             ,0.11759             ,3811                ,2275                ,1502                ,0.11191             ,0.77587             
1000                ,0.21192             ,0.2546              ,0.12107             ,0.11737             ,3811                ,2275                ,1497                ,0.10949             ,0.77591             
1050                ,0.21413             ,0.25688             ,0.1209              ,0.11719             ,3811                ,2275                ,1494                ,0.10698             ,0.77592             
1100                ,0.21603             ,0.25869             ,0.12076             ,0.11704             ,3811                ,2275                ,1494                ,0.1043              ,0.77595             
1150                ,0.21769             ,0.26019             ,0.12063             ,0.11692             ,3811                ,2275                ,1494                ,0.10151             ,0.77593             
1200                ,0.21918             ,0.26137             ,0.12051             ,0.11683             ,3811                ,2275                ,1494                ,0.09863             ,0.77585             
1250                ,0.22054             ,0.26246             ,0.12041             ,0.11675             ,3811                ,2275                ,1494                ,0.09552             ,0.77578             
1300                ,0.22177             ,0.26332             ,0.12031             ,0.11668             ,3811                ,2275                ,1494                ,0.0922              ,0.77568             
1350                ,0.2229              ,0.26401             ,0.12023             ,0.11662             ,3811                ,2275                ,1494                ,0.08868             ,0.77553             
1400                ,0.2241              ,0.26461             ,0.12013             ,0.11658             ,3811                ,2275                ,1494                ,0.08493             ,0.77526             
1450                ,0.2253              ,0.2655              ,0.12004             ,0.1165              ,3811                ,2275                ,1494                ,0.08076             ,0.77509             
1500                ,0.22643             ,0.26609             ,0.11995             ,0.11646             ,3811                ,2275                ,1494                ,0.07639             ,0.77482             
1550                ,0.22749             ,0.26682             ,0.11987             ,0.1164              ,3811                ,2275                ,1494                ,0.07174             ,0.77455             
1600                ,0.22852             ,0.26741             ,0.11979             ,0.11635             ,3811                ,2275                ,1494                ,0.06684             ,0.77424             
1650                ,0.22946             ,0.26801             ,0.11972             ,0.1163              ,3810                ,2275                ,1494                ,0.06169             ,0.77392             
1700                ,0.23027             ,0.26852             ,0.11966             ,0.11626             ,3810                ,2275                ,1494                ,0.05632             ,0.77355             
1750                ,0.23102             ,0.26881             ,0.1196              ,0.11624             ,3810                ,2275                ,1494                ,0.05071             ,0.77315             
1800                ,0.23188             ,0.2691              ,0.11953             ,0.11622             ,3810                ,2275                ,1494                ,0.04485             ,0.77264             
1850                ,0.23279             ,0.26976             ,0.11946             ,0.11617             ,3810                ,2275                ,1494                ,0.03858             ,0.77222             
1900                ,0.23355             ,0.27023             ,0.1194              ,0.11613             ,3810                ,2275                ,1494                ,0.03208             ,0.77179             
1950                ,0.23424             ,0.27055             ,0.11935             ,0.1161              ,3810                ,2275                ,1494                ,0.02538             ,0.7713              
2000                ,0.23488             ,0.27099             ,0.1193              ,0.11607             ,3809                ,2275                ,1494                ,0.01846             ,0.77081             
2050                ,0.23546             ,0.27141             ,0.11925             ,0.11603             ,3809                ,2275                ,1494                ,0.01139             ,0.77027             
2100                ,0.23597             ,0.27172             ,0.11921             ,0.11601             ,3809                ,2275                ,1494                ,0.0042              ,0.76966             
2150                ,0.23642             ,0.27162             ,0.11918             ,0.11602             ,3809                ,2275                ,1494                ,0.00062             ,0.76927             
2200                ,0.23716             ,0.27262             ,0.11912             ,0.11594             ,3810                ,2275                ,1494                ,0.00056             ,0.7692              
2250                ,0.23761             ,0.27309             ,0.11908             ,0.1159              ,3809                ,2275                ,1494                ,0.00056             ,0.7692              
2300                ,0.23808             ,0.2738              ,0.11905             ,0.11584             ,3809                ,2275                ,1494                ,0.00057             ,0.76922             
2350                ,0.23854             ,0.27447             ,0.11901             ,0.11579             ,3809                ,2275                ,1494                ,0.00057             ,0.76927             
2400                ,0.23892             ,0.27483             ,0.11898             ,0.11576             ,3809                ,2275                ,1494                ,0.00057             ,0.7693              
2450                ,0.23931             ,0.27498             ,0.11895             ,0.11575             ,3809                ,2275                ,1494                ,0.00057             ,0.76931             
2500                ,0.23965             ,0.27503             ,0.11892             ,0.11575             ,3809                ,2275                ,1494                ,0.00055             ,0.76929             
2550                ,0.23997             ,0.27501             ,0.1189              ,0.11575             ,3809                ,2275                ,1494                ,0.00053             ,0.76925             
2600                ,0.24036             ,0.2753              ,0.11887             ,0.11572             ,3809                ,2275                ,1494                ,0.00054             ,0.76927             
2650                ,0.24067             ,0.27547             ,0.11884             ,0.11571             ,3809                ,2275                ,1495                ,0.00055             ,0.76929             
2700                ,0.24095             ,0.27548             ,0.11882             ,0.11571             ,3809                ,2275                ,1495                ,0.00053             ,0.76929             
2750                ,0.24124             ,0.27563             ,0.1188              ,0.1157              ,3809                ,2275                ,1495                ,0.00054             ,0.76931             
2800                ,0.24146             ,0.27569             ,0.11878             ,0.11569             ,3809                ,2275                ,1495                ,0.00053             ,0.76932             
2850                ,0.24166             ,0.27579             ,0.11877             ,0.11569             ,3809                ,2275                ,1495                ,0.00052             ,0.76934             
2900                ,0.24183             ,0.27595             ,0.11875             ,0.11567             ,3809                ,2275                ,1495                ,0.00053             ,0.76936             
2950                ,0.24198             ,0.27615             ,0.11874             ,0.11566             ,3809                ,2275                ,1495                ,0.00052             ,0.76936             
3000                ,0.24221             ,0.27614             ,0.11872             ,0.11566             ,3809                ,2275                ,1495                ,0.00049             ,0.76931             
3050                ,0.24248             ,0.27627             ,0.1187              ,0.11565             ,3809                ,2275                ,1495                ,0.00049             ,0.76929             
3100                ,0.24269             ,0.27646             ,0.11869             ,0.11563             ,3809                ,2275                ,1495                ,0.0005              ,0.76931             
3150                ,0.24286             ,0.27654             ,0.11867             ,0.11563             ,3809                ,2275                ,1495                ,0.0005              ,0.76932             
3200                ,0.24299             ,0.27662             ,0.11866             ,0.11562             ,3809                ,2275                ,1495                ,0.00049             ,0.76934             
3250                ,0.24311             ,0.27665             ,0.11865             ,0.11562             ,3809                ,2275                ,1495                ,0.0005              ,0.76934             
3300                ,0.24326             ,0.27663             ,0.11864             ,0.11562             ,3809                ,2275                ,1495                ,0.00048             ,0.76934             
3350                ,0.24343             ,0.27672             ,0.11863             ,0.11561             ,3809                ,2275                ,1495                ,0.0005              ,0.76936             
3400                ,0.24356             ,0.27684             ,0.11862             ,0.1156              ,3809                ,2275                ,1495                ,0.00049             ,0.76939             
3450                ,0.24367             ,0.27689             ,0.11861             ,0.1156              ,3809                ,2275                ,1495                ,0.00049             ,0.76944             
3500                ,0.24375             ,0.2769              ,0.1186              ,0.1156              ,3809                ,2275                ,1495                ,0.00048             ,0.76948             
3550                ,0.24383             ,0.27695             ,0.1186              ,0.11559             ,3809                ,2275                ,1495                ,0.00047             ,0.76952             
3600                ,0.2439              ,0.27701             ,0.11859             ,0.11559             ,3809                ,2275                ,1495                ,0.00048             ,0.76952             
3650                ,0.24396             ,0.27699             ,0.11859             ,0.11559             ,3809                ,2275                ,1495                ,0.00047             ,0.76951             
3700                ,0.24405             ,0.27703             ,0.11858             ,0.11559             ,3809                ,2275                ,1495                ,0.00048             ,0.76946             
3750                ,0.24424             ,0.27714             ,0.11856             ,0.11558             ,3810                ,2275                ,1495                ,0.00048             ,0.76941             
3800                ,0.24434             ,0.27713             ,0.11856             ,0.11558             ,3810                ,2275                ,1495                ,0.00047             ,0.76942             
3850                ,0.24442             ,0.27725             ,0.11855             ,0.11557             ,3810                ,2275                ,1495                ,0.00047             ,0.76942             
3900                ,0.24448             ,0.2773              ,0.11855             ,0.11556             ,3810                ,2275                ,1495                ,0.00047             ,0.76939             
3950                ,0.24454             ,0.27736             ,0.11854             ,0.11556             ,3810                ,2275                ,1495                ,0.00047             ,0.76934             
4000                ,0.24459             ,0.27739             ,0.11854             ,0.11556             ,3810                ,2275                ,1495                ,0.00047             ,0.76919             
