epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
50                  ,0.12699             ,0.13476             ,0.12743             ,0.12645             ,4160                ,3835                ,171                 ,0.64877             ,0.42023             
100                 ,0.21605             ,0.23221             ,0.12076             ,0.11912             ,4158                ,3856                ,182                 ,0.58706             ,0.39916             
150                 ,0.27534             ,0.29523             ,0.1161              ,0.11412             ,4155                ,3864                ,195                 ,0.53462             ,0.36339             
200                 ,0.35841             ,0.38082             ,0.10924             ,0.10697             ,4153                ,3873                ,209                 ,0.48049             ,0.31647             
250                 ,0.41497             ,0.4342              ,0.10432             ,0.10225             ,4151                ,3878                ,221                 ,0.41865             ,0.27436             
300                 ,0.44577             ,0.45745             ,0.10153             ,0.10013             ,4148                ,3882                ,231                 ,0.3692              ,0.24318             
350                 ,0.45916             ,0.46368             ,0.1003              ,0.09955             ,4146                ,3883                ,240                 ,0.33433             ,0.22619             
400                 ,0.46501             ,0.46583             ,0.09976             ,0.09935             ,4143                ,3884                ,249                 ,0.31355             ,0.21946             
450                 ,0.46897             ,0.46904             ,0.09939             ,0.09906             ,4140                ,3884                ,260                 ,0.30227             ,0.21848             
500                 ,0.47279             ,0.47324             ,0.09903             ,0.09866             ,4138                ,3884                ,272                 ,0.29531             ,0.22292             
550                 ,0.47718             ,0.47912             ,0.09861             ,0.09811             ,4135                ,3884                ,287                 ,0.29153             ,0.22918             
600                 ,0.48152             ,0.48536             ,0.0982              ,0.09752             ,4132                ,3883                ,302                 ,0.28985             ,0.23692             
650                 ,0.48458             ,0.49029             ,0.09791             ,0.09705             ,4129                ,3883                ,316                 ,0.2893              ,0.24496             
700                 ,0.48616             ,0.49364             ,0.09776             ,0.09673             ,4126                ,3883                ,326                 ,0.28842             ,0.25179             
750                 ,0.48697             ,0.4959              ,0.09769             ,0.09652             ,4123                ,3883                ,332                 ,0.28645             ,0.2572              
800                 ,0.4875              ,0.49732             ,0.09764             ,0.09638             ,4120                ,3883                ,335                 ,0.28256             ,0.26088             
850                 ,0.48793             ,0.49804             ,0.09759             ,0.09631             ,4116                ,3883                ,335                 ,0.2773              ,0.26255             
900                 ,0.48832             ,0.49862             ,0.09756             ,0.09626             ,4113                ,3883                ,335                 ,0.27065             ,0.26232             
950                 ,0.48868             ,0.49904             ,0.09752             ,0.09622             ,4110                ,3882                ,335                 ,0.26234             ,0.26074             
1000                ,0.48899             ,0.49927             ,0.09749             ,0.09619             ,4106                ,3882                ,335                 ,0.25347             ,0.25907             
1050                ,0.4893              ,0.49964             ,0.09746             ,0.09616             ,4102                ,3881                ,335                 ,0.24394             ,0.25665             
1100                ,0.48969             ,0.49982             ,0.09743             ,0.09614             ,4097                ,3881                ,335                 ,0.23349             ,0.25361             
1150                ,0.49012             ,0.50017             ,0.09739             ,0.09611             ,4092                ,3881                ,335                 ,0.22313             ,0.25013             
1200                ,0.49066             ,0.50051             ,0.09733             ,0.09608             ,4087                ,3880                ,335                 ,0.21207             ,0.24615             
1250                ,0.49133             ,0.50105             ,0.09727             ,0.09602             ,4080                ,3879                ,335                 ,0.20056             ,0.24155             
1300                ,0.49216             ,0.50181             ,0.09719             ,0.09595             ,4074                ,3878                ,335                 ,0.18846             ,0.23712             
1350                ,0.49326             ,0.50265             ,0.09709             ,0.09587             ,4067                ,3877                ,335                 ,0.17468             ,0.23338             
1400                ,0.49445             ,0.50344             ,0.09697             ,0.09579             ,4059                ,3875                ,335                 ,0.16071             ,0.22952             
1450                ,0.4957              ,0.50434             ,0.09685             ,0.09571             ,4051                ,3872                ,335                 ,0.14722             ,0.22648             
1500                ,0.49712             ,0.50556             ,0.09672             ,0.09559             ,4042                ,3868                ,335                 ,0.13429             ,0.22413             
1550                ,0.49864             ,0.50688             ,0.09657             ,0.09546             ,4033                ,3863                ,335                 ,0.12195             ,0.22299             
1600                ,0.50034             ,0.50828             ,0.09641             ,0.09532             ,4024                ,3859                ,335                 ,0.11046             ,0.22331             
1650                ,0.50225             ,0.50997             ,0.09622             ,0.09516             ,4014                ,3854                ,335                 ,0.10009             ,0.2253              
1700                ,0.50439             ,0.512               ,0.09601             ,0.09496             ,4004                ,3849                ,335                 ,0.09107             ,0.22923             
1750                ,0.50772             ,0.5153              ,0.09569             ,0.09464             ,3994                ,3835                ,334                 ,0.08423             ,0.23689             
1800                ,0.51495             ,0.52323             ,0.09498             ,0.09386             ,3985                ,3818                ,334                 ,0.08025             ,0.2519              
1850                ,0.52078             ,0.52902             ,0.09441             ,0.09329             ,3975                ,3822                ,333                 ,0.08126             ,0.26433             
1900                ,0.52722             ,0.53572             ,0.09378             ,0.09263             ,3962                ,3822                ,330                 ,0.08117             ,0.27248             
1950                ,0.53256             ,0.53945             ,0.09325             ,0.09225             ,3954                ,3822                ,329                 ,0.08208             ,0.28339             
2000                ,0.53631             ,0.54307             ,0.09287             ,0.09189             ,3951                ,3823                ,329                 ,0.09098             ,0.29472             
2050                ,0.53942             ,0.54613             ,0.09256             ,0.09158             ,3948                ,3823                ,329                 ,0.1037              ,0.30609             
2100                ,0.54231             ,0.54891             ,0.09227             ,0.0913              ,3946                ,3823                ,328                 ,0.1186              ,0.31679             
2150                ,0.54646             ,0.55306             ,0.09185             ,0.09088             ,3939                ,3823                ,326                 ,0.13401             ,0.32756             
2200                ,0.55284             ,0.5597              ,0.0912              ,0.0902              ,3933                ,3823                ,326                 ,0.14738             ,0.33997             
2250                ,0.55984             ,0.56737             ,0.09048             ,0.08941             ,3932                ,3823                ,326                 ,0.1585              ,0.35031             
2300                ,0.56642             ,0.57423             ,0.0898              ,0.0887              ,3932                ,3824                ,327                 ,0.17083             ,0.35864             
2350                ,0.57245             ,0.58088             ,0.08918             ,0.08801             ,3931                ,3824                ,327                 ,0.18435             ,0.36904             
