epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
50                  ,0.01078             ,0.01375             ,0.13565             ,0.135               ,3242                ,3895                ,0.46167             
100                 ,0.01419             ,0.01745             ,0.13541             ,0.13475             ,3214                ,3892                ,0.46177             
150                 ,0.01667             ,0.02045             ,0.13524             ,0.13454             ,3203                ,3884                ,0.46222             
200                 ,0.02147             ,0.02556             ,0.13491             ,0.13419             ,3202                ,3863                ,0.46274             
250                 ,0.04266             ,0.04839             ,0.13344             ,0.13261             ,3202                ,3824                ,0.46428             
300                 ,0.05458             ,0.06182             ,0.13261             ,0.13167             ,3202                ,3817                ,0.46793             
350                 ,0.06737             ,0.07645             ,0.13171             ,0.13064             ,3202                ,3818                ,0.47331             
400                 ,0.08108             ,0.09216             ,0.13074             ,0.12952             ,3202                ,3818                ,0.48048             
450                 ,0.09583             ,0.10916             ,0.12968             ,0.12831             ,3202                ,3818                ,0.48946             
500                 ,0.11168             ,0.12751             ,0.12854             ,0.12698             ,3202                ,3818                ,0.50019             
550                 ,0.12873             ,0.1473              ,0.1273              ,0.12553             ,3206                ,3817                ,0.51235             
600                 ,0.14668             ,0.16839             ,0.12598             ,0.12397             ,3207                ,3817                ,0.52605             
650                 ,0.16548             ,0.19064             ,0.12459             ,0.1223              ,3207                ,3817                ,0.54174             
700                 ,0.18399             ,0.21279             ,0.1232              ,0.12061             ,3207                ,3816                ,0.55242             
750                 ,0.20196             ,0.23467             ,0.12184             ,0.11892             ,3207                ,3816                ,0.56314             
800                 ,0.21873             ,0.25539             ,0.12055             ,0.1173              ,3207                ,3815                ,0.57411             
850                 ,0.23359             ,0.27418             ,0.1194              ,0.11581             ,3207                ,3815                ,0.58475             
900                 ,0.24631             ,0.29048             ,0.1184              ,0.11451             ,3210                ,3813                ,0.59444             
950                 ,0.25652             ,0.30436             ,0.1176              ,0.11338             ,3210                ,3813                ,0.60331             
1000                ,0.26426             ,0.31528             ,0.11698             ,0.11249             ,3211                ,3812                ,0.61112             
1050                ,0.27                ,0.32341             ,0.11653             ,0.11182             ,3211                ,3811                ,0.61764             
1100                ,0.27431             ,0.32999             ,0.11618             ,0.11127             ,3211                ,3811                ,0.62292             
1150                ,0.27867             ,0.33657             ,0.11583             ,0.11072             ,3211                ,3811                ,0.62654             
1200                ,0.29638             ,0.35381             ,0.1144              ,0.10928             ,3210                ,3811                ,0.63136             
1250                ,0.30357             ,0.36373             ,0.11382             ,0.10843             ,3210                ,3811                ,0.63816             
1300                ,0.30983             ,0.37238             ,0.1133              ,0.10769             ,3210                ,3810                ,0.64393             
1350                ,0.31576             ,0.38014             ,0.11282             ,0.10703             ,3210                ,3809                ,0.64926             
1400                ,0.32114             ,0.38742             ,0.11237             ,0.1064              ,3210                ,3809                ,0.65407             
1450                ,0.32623             ,0.39421             ,0.11195             ,0.10581             ,3210                ,3808                ,0.65832             
1500                ,0.33113             ,0.40058             ,0.11154             ,0.10525             ,3210                ,3808                ,0.66221             
1550                ,0.33592             ,0.40671             ,0.11114             ,0.10471             ,3210                ,3808                ,0.66591             
1600                ,0.34071             ,0.41292             ,0.11074             ,0.10416             ,3209                ,3808                ,0.66941             
1650                ,0.34602             ,0.41949             ,0.11029             ,0.10357             ,3209                ,3807                ,0.6728              
1700                ,0.36426             ,0.43528             ,0.10874             ,0.10216             ,3208                ,3807                ,0.67659             
1750                ,0.37316             ,0.44425             ,0.10798             ,0.10134             ,3206                ,3808                ,0.68373             
1800                ,0.37787             ,0.45139             ,0.10757             ,0.10069             ,3207                ,3806                ,0.69195             
1850                ,0.38262             ,0.45943             ,0.10716             ,0.09995             ,3207                ,3806                ,0.69892             
1900                ,0.38629             ,0.46648             ,0.10684             ,0.09929             ,3207                ,3806                ,0.70404             
1950                ,0.38834             ,0.47073             ,0.10666             ,0.0989              ,3207                ,3805                ,0.70783             
2000                ,0.38928             ,0.47275             ,0.10658             ,0.09871             ,3207                ,3805                ,0.70994             
2050                ,0.38978             ,0.47349             ,0.10654             ,0.09864             ,3207                ,3805                ,0.71158             
2100                ,0.39005             ,0.47389             ,0.10651             ,0.0986              ,3207                ,3805                ,0.71256             
2150                ,0.39026             ,0.47409             ,0.1065              ,0.09858             ,3207                ,3805                ,0.71333             
2200                ,0.39043             ,0.47428             ,0.10648             ,0.09857             ,3207                ,3805                ,0.71388             
2250                ,0.39056             ,0.47441             ,0.10647             ,0.09855             ,3207                ,3805                ,0.71435             
2300                ,0.39068             ,0.4745              ,0.10646             ,0.09854             ,3207                ,3805                ,0.71481             
2350                ,0.39079             ,0.47457             ,0.10645             ,0.09854             ,3207                ,3805                ,0.71529             
2400                ,0.39089             ,0.47471             ,0.10644             ,0.09853             ,3207                ,3805                ,0.71582             
2450                ,0.39099             ,0.47476             ,0.10643             ,0.09852             ,3207                ,3805                ,0.71632             
2500                ,0.39107             ,0.47482             ,0.10643             ,0.09851             ,3207                ,3805                ,0.71685             
2550                ,0.39115             ,0.47488             ,0.10642             ,0.09851             ,3207                ,3805                ,0.7174              
2600                ,0.39122             ,0.47492             ,0.10641             ,0.09851             ,3207                ,3805                ,0.71797             
2650                ,0.39129             ,0.47495             ,0.10641             ,0.0985              ,3207                ,3805                ,0.71857             
2700                ,0.39136             ,0.475               ,0.1064              ,0.0985              ,3207                ,3805                ,0.71921             
2750                ,0.39142             ,0.47502             ,0.10639             ,0.0985              ,3207                ,3805                ,0.71988             
2800                ,0.39148             ,0.47506             ,0.10639             ,0.09849             ,3207                ,3805                ,0.72059             
2850                ,0.39154             ,0.47506             ,0.10638             ,0.09849             ,3207                ,3805                ,0.72133             
2900                ,0.3916              ,0.47515             ,0.10638             ,0.09848             ,3207                ,3805                ,0.72211             
2950                ,0.39165             ,0.47518             ,0.10637             ,0.09848             ,3207                ,3805                ,0.72289             
3000                ,0.39171             ,0.47522             ,0.10637             ,0.09848             ,3207                ,3805                ,0.7237              
3050                ,0.39176             ,0.47528             ,0.10637             ,0.09847             ,3206                ,3805                ,0.72454             
3100                ,0.39181             ,0.47534             ,0.10636             ,0.09847             ,3206                ,3804                ,0.72539             
3150                ,0.39186             ,0.4754              ,0.10636             ,0.09846             ,3206                ,3804                ,0.72627             
3200                ,0.39191             ,0.47542             ,0.10635             ,0.09846             ,3206                ,3804                ,0.72715             
3250                ,0.39196             ,0.47548             ,0.10635             ,0.09845             ,3207                ,3804                ,0.72805             
3300                ,0.392               ,0.47551             ,0.10634             ,0.09845             ,3207                ,3804                ,0.72897             
3350                ,0.39205             ,0.47556             ,0.10634             ,0.09844             ,3207                ,3804                ,0.72991             
3400                ,0.39208             ,0.4756              ,0.10634             ,0.09844             ,3207                ,3804                ,0.73085             
3450                ,0.39212             ,0.47565             ,0.10633             ,0.09844             ,3206                ,3804                ,0.73182             
