epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.26959             ,0.29608             ,0.11656             ,0.11405             ,218                 ,3660                ,643                 ,3253                ,0.08566             ,0.9521              ,0.0048              ,0.74102             ,0.21843             ,0.82664             ,0.65761             ,0.07041             ,0.42273             ,0.57818             ,0.50588             ,0.32564             ,0.69483             ,0.00261             ,0.06986             ,0.62467             ,0.42867             ,0.86487             ,0.33238             ,0.25761             ,0.13644             ,0.93527             ,0.10535             ,0.78076             ,0.77719             ,0.17482             ,0.03507             ,0.03035             ,0.56506             ,0.97709             ,0.7067              ,0.07794             ,0.75344             ,0.37904             ,0.70223             ,0.03029             ,0.41693             ,0.80962             ,0.42096             ,0.22309             ,0.45186             ,0.1657              ,0.85115             ,0.75203             ,0.83061             ,0.44741             ,0.52808             ,0.34919             ,0.03555             ,0.9307              ,0.62488             ,0.81312             ,0.61875             ,0.09735             ,0.90124             ,0.97925             ,0.57992             ,0.68087             ,0.65788             ,0.87481             ,0.28693             ,0.94995             ,0.11192             ,0.71972             ,0.81862             ,0.50194             ,0.83881             ,0.69223             ,0.17542             ,0.47745             ,0.58263             ,0.74484             
100                 ,0.36364             ,0.39241             ,0.1088              ,0.10596             ,227                 ,3643                ,630                 ,3218                ,0.08429             ,0.93918             ,-0.00102            ,0.70969             ,0.21604             ,0.82381             ,0.66226             ,0.06589             ,0.41755             ,0.56716             ,0.50321             ,0.30414             ,0.68423             ,-0.00063            ,0.06867             ,0.59843             ,0.42384             ,0.83424             ,0.33254             ,0.25121             ,0.13837             ,0.93374             ,0.1057              ,0.76399             ,0.72929             ,0.18024             ,0.03938             ,0.03031             ,0.56878             ,0.97154             ,0.69568             ,0.07746             ,0.71591             ,0.37301             ,0.67999             ,0.03416             ,0.40121             ,0.80345             ,0.39523             ,0.20141             ,0.43056             ,0.10955             ,0.85084             ,0.74644             ,0.79744             ,0.47239             ,0.52044             ,0.34048             ,0.03881             ,0.92683             ,0.62172             ,0.81107             ,0.61732             ,0.10044             ,0.901               ,0.97603             ,0.57189             ,0.67264             ,0.65694             ,0.87348             ,0.28596             ,0.93913             ,0.11202             ,0.69971             ,0.82207             ,0.47277             ,0.83765             ,0.68751             ,0.17221             ,0.48067             ,0.5852              ,0.73496             
150                 ,0.42926             ,0.4537              ,0.10303             ,0.10048             ,237                 ,3617                ,618                 ,3198                ,0.08065             ,0.92397             ,-0.01176            ,0.67463             ,0.21046             ,0.8201              ,0.66194             ,0.06449             ,0.41389             ,0.55486             ,0.50175             ,0.27789             ,0.67316             ,-0.0083             ,0.06704             ,0.5704              ,0.41888             ,0.80497             ,0.33038             ,0.24424             ,0.13859             ,0.93282             ,0.10481             ,0.7442              ,0.68276             ,0.1865              ,0.04796             ,0.03391             ,0.5796              ,0.96451             ,0.68521             ,0.07794             ,0.67579             ,0.36221             ,0.6593              ,0.03033             ,0.38542             ,0.79588             ,0.36857             ,0.17209             ,0.41604             ,0.04954             ,0.84813             ,0.7368              ,0.75321             ,0.48827             ,0.51429             ,0.32463             ,0.03989             ,0.92272             ,0.61753             ,0.80869             ,0.61346             ,0.10333             ,0.89571             ,0.97415             ,0.56529             ,0.66143             ,0.65521             ,0.86965             ,0.28484             ,0.92717             ,0.10855             ,0.6761              ,0.82427             ,0.43893             ,0.83553             ,0.68341             ,0.16958             ,0.48243             ,0.58559             ,0.7209              
200                 ,0.4725              ,0.48926             ,0.09905             ,0.09715             ,248                 ,3617                ,607                 ,3186                ,0.07411             ,0.90825             ,-0.02569            ,0.63793             ,0.20665             ,0.81398             ,0.65608             ,0.06451             ,0.40877             ,0.53993             ,0.50071             ,0.24692             ,0.66181             ,-0.01866            ,0.06504             ,0.54386             ,0.41482             ,0.78038             ,0.32659             ,0.23522             ,0.13771             ,0.93153             ,0.1034              ,0.72383             ,0.63762             ,0.19391             ,0.05859             ,0.04036             ,0.5885              ,0.95462             ,0.67495             ,0.07956             ,0.63354             ,0.35172             ,0.64031             ,0.02129             ,0.36956             ,0.78634             ,0.34118             ,0.1373              ,0.40838             ,-0.00942            ,0.84417             ,0.72574             ,0.70463             ,0.49509             ,0.50889             ,0.30542             ,0.03954             ,0.91945             ,0.61336             ,0.80561             ,0.6118              ,0.10447             ,0.88569             ,0.97273             ,0.55758             ,0.64597             ,0.65239             ,0.8635              ,0.28389             ,0.91449             ,0.10257             ,0.65235             ,0.82552             ,0.40697             ,0.83246             ,0.67809             ,0.16791             ,0.48252             ,0.58452             ,0.70489             
250                 ,0.50618             ,0.51233             ,0.09584             ,0.09493             ,261                 ,3617                ,600                 ,3179                ,0.06712             ,0.89136             ,-0.04013            ,0.60149             ,0.20511             ,0.80627             ,0.64338             ,0.06416             ,0.40419             ,0.52242             ,0.49963             ,0.21489             ,0.6491              ,-0.02962            ,0.06271             ,0.51856             ,0.41024             ,0.75979             ,0.32315             ,0.22723             ,0.136               ,0.92981             ,0.10219             ,0.7043              ,0.5941              ,0.20074             ,0.06975             ,0.0481              ,0.5925              ,0.94278             ,0.66471             ,0.08135             ,0.59168             ,0.34196             ,0.62097             ,0.01149             ,0.35262             ,0.7749              ,0.31216             ,0.09847             ,0.40238             ,-0.06333            ,0.8396              ,0.71133             ,0.65416             ,0.49561             ,0.50299             ,0.28482             ,0.03993             ,0.9163              ,0.60869             ,0.80296             ,0.61206             ,0.10496             ,0.86956             ,0.97146             ,0.55143             ,0.62721             ,0.64911             ,0.8553              ,0.28273             ,0.90041             ,0.09543             ,0.6291              ,0.82495             ,0.37938             ,0.82946             ,0.67392             ,0.16635             ,0.48197             ,0.58323             ,0.68942             
300                 ,0.53021             ,0.52568             ,0.09348             ,0.09362             ,276                 ,3617                ,597                 ,3176                ,0.06008             ,0.87379             ,-0.05               ,0.56628             ,0.2056              ,0.79707             ,0.62649             ,0.06232             ,0.3992              ,0.50539             ,0.49853             ,0.18539             ,0.63516             ,-0.03785            ,0.0605              ,0.49531             ,0.40543             ,0.73949             ,0.32116             ,0.22071             ,0.13373             ,0.92758             ,0.10135             ,0.68619             ,0.55222             ,0.20688             ,0.07806             ,0.05539             ,0.58918             ,0.92917             ,0.65323             ,0.08297             ,0.55055             ,0.33419             ,0.5998              ,0.00874             ,0.3346              ,0.76023             ,0.28192             ,0.05621             ,0.39565             ,-0.11001            ,0.83485             ,0.69414             ,0.60374             ,0.49209             ,0.49564             ,0.26649             ,0.04131             ,0.91345             ,0.60469             ,0.80088             ,0.61378             ,0.10486             ,0.84996             ,0.96987             ,0.54543             ,0.6093              ,0.64617             ,0.84686             ,0.28146             ,0.88578             ,0.08955             ,0.60953             ,0.82317             ,0.36311             ,0.82676             ,0.67102             ,0.16455             ,0.48138             ,0.58242             ,0.67688             
350                 ,0.55121             ,0.53978             ,0.09137             ,0.09222             ,296                 ,3617                ,599                 ,3175                ,0.05199             ,0.85697             ,-0.05123            ,0.53166             ,0.20665             ,0.78586             ,0.61178             ,0.0592              ,0.39128             ,0.49378             ,0.49763             ,0.15541             ,0.62129             ,-0.04204            ,0.05906             ,0.47385             ,0.40168             ,0.71379             ,0.31913             ,0.21303             ,0.13143             ,0.92472             ,0.09994             ,0.66849             ,0.51194             ,0.21265             ,0.08149             ,0.06175             ,0.57828             ,0.9134              ,0.63576             ,0.08453             ,0.51044             ,0.3272              ,0.57566             ,0.01607             ,0.31711             ,0.74187             ,0.25235             ,0.00934             ,0.38934             ,-0.15016            ,0.83035             ,0.67692             ,0.55482             ,0.48618             ,0.4878              ,0.25302             ,0.04217             ,0.91211             ,0.60314             ,0.79809             ,0.61558             ,0.1034              ,0.8338              ,0.96755             ,0.53544             ,0.5992              ,0.6436              ,0.84173             ,0.28091             ,0.8718              ,0.08657             ,0.59745             ,0.82182             ,0.36569             ,0.82297             ,0.66693             ,0.16335             ,0.4807              ,0.58128             ,0.66679             
400                 ,0.57916             ,0.56247             ,0.08847             ,0.08992             ,320                 ,3617                ,606                 ,3175                ,0.04493             ,0.8399              ,-0.05086            ,0.49826             ,0.20709             ,0.77379             ,0.59609             ,0.0557              ,0.38332             ,0.48598             ,0.49698             ,0.11399             ,0.6072              ,-0.04541            ,0.05781             ,0.45252             ,0.39774             ,0.68149             ,0.31673             ,0.20616             ,0.12875             ,0.92159             ,0.09759             ,0.65229             ,0.47338             ,0.21758             ,0.08346             ,0.06779             ,0.56114             ,0.89662             ,0.61645             ,0.08566             ,0.47261             ,0.32212             ,0.54634             ,0.03064             ,0.29944             ,0.72318             ,0.22449             ,-0.04567            ,0.38583             ,-0.1917             ,0.82514             ,0.65719             ,0.50809             ,0.47883             ,0.47967             ,0.24321             ,0.04385             ,0.91122             ,0.60196             ,0.7955              ,0.61635             ,0.10136             ,0.81682             ,0.96459             ,0.52558             ,0.59466             ,0.64056             ,0.83863             ,0.2806              ,0.85675             ,0.08465             ,0.59193             ,0.81954             ,0.38231             ,0.81782             ,0.66406             ,0.1621              ,0.48014             ,0.57965             ,0.66002             
450                 ,0.61691             ,0.59734             ,0.08441             ,0.08626             ,342                 ,3617                ,621                 ,3175                ,0.0391              ,0.82201             ,-0.05012            ,0.46664             ,0.20602             ,0.76086             ,0.57985             ,0.05131             ,0.37511             ,0.4821              ,0.49674             ,0.05207             ,0.59281             ,-0.04836            ,0.05673             ,0.43044             ,0.39391             ,0.64198             ,0.31386             ,0.20008             ,0.12578             ,0.91818             ,0.09426             ,0.63854             ,0.43654             ,0.22068             ,0.08419             ,0.07339             ,0.53594             ,0.87888             ,0.59487             ,0.08586             ,0.43728             ,0.32082             ,0.51029             ,0.04886             ,0.28143             ,0.70559             ,0.19869             ,-0.11021            ,0.38758             ,-0.24012            ,0.81847             ,0.63431             ,0.46343             ,0.46985             ,0.47108             ,0.23868             ,0.04658             ,0.91004             ,0.60092             ,0.79322             ,0.61505             ,0.09845             ,0.79958             ,0.96014             ,0.51546             ,0.59505             ,0.63693             ,0.83745             ,0.28031             ,0.84038             ,0.08384             ,0.59313             ,0.81669             ,0.41027             ,0.81095             ,0.66295             ,0.16033             ,0.47991             ,0.57774             ,0.65694             
500                 ,0.65931             ,0.6395              ,0.07961             ,0.08162             ,362                 ,3616                ,642                 ,3172                ,0.03369             ,0.80216             ,-0.05032            ,0.43666             ,0.20222             ,0.74791             ,0.56259             ,0.0461              ,0.3666              ,0.48013             ,0.49723             ,-0.02781            ,0.57808             ,-0.0503             ,0.05557             ,0.40764             ,0.39049             ,0.59981             ,0.31056             ,0.19427             ,0.12342             ,0.91412             ,0.09028             ,0.62595             ,0.40151             ,0.22011             ,0.08402             ,0.07853             ,0.50146             ,0.8611              ,0.5687              ,0.08317             ,0.40382             ,0.32388             ,0.47037             ,0.06951             ,0.26384             ,0.68878             ,0.17446             ,-0.17802            ,0.39397             ,-0.29583            ,0.80963             ,0.60895             ,0.42048             ,0.45829             ,0.46257             ,0.24142             ,0.04952             ,0.90723             ,0.59988             ,0.79096             ,0.61029             ,0.09537             ,0.78336             ,0.95428             ,0.50528             ,0.59739             ,0.63306             ,0.83688             ,0.27993             ,0.82563             ,0.08348             ,0.59988             ,0.81347             ,0.44209             ,0.80277             ,0.66321             ,0.15875             ,0.47981             ,0.57535             ,0.65507             
