epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.2295              ,0.24399             ,0.11972             ,0.1182              ,3958                ,2231                ,130                 ,958                 ,0.3872              ,0.16031             ,0.35947             ,0.16246             ,0.34881             ,0.55621             ,0.58201             ,0.8012              ,0.29212             ,0.7061              ,0.08869             ,0.18116             ,0.94285             ,0.78532             ,0.66518             ,0.8488              ,0.37292             ,0.54264             ,0.44723             ,0.83341             ,0.18457             ,0.74086             ,0.69328             ,0.04709             ,0.37057             ,0.90432             ,0.68625             ,0.86403             ,0.69632             ,0.68324             ,0.40528             ,0.54245             ,0.78171             ,0.16395             ,0.00751             ,0.57283             ,0.93987             ,0.66787             ,0.60416             ,0.14094             ,0.56087             ,0.44246             ,0.87332             ,0.78918             ,0.24779             ,0.85353             ,0.00614             ,0.31168             ,0.40387             ,0.33102             ,0.22111             ,0.04034             ,0.54853             ,0.26154             ,0.47806             ,0.60102             ,0.45445             ,0.49589             ,0.34206             ,0.61771             ,0.70403             ,0.67121             ,0.08069             ,0.30854             ,0.0613              ,0.60342             ,0.51549             ,0.22804             ,0.75437             ,0.27557             ,0.67599             ,0.719               
100                 ,0.38044             ,0.40178             ,0.10735             ,0.10514             ,3963                ,2234                ,137                 ,926                 ,0.36699             ,0.15638             ,0.32917             ,0.12471             ,0.32985             ,0.52376             ,0.56766             ,0.7724              ,0.26965             ,0.65224             ,0.06243             ,0.15627             ,0.90003             ,0.75853             ,0.61112             ,0.79849             ,0.33535             ,0.52013             ,0.42383             ,0.81553             ,0.16504             ,0.70924             ,0.64702             ,0.03061             ,0.32545             ,0.89193             ,0.64005             ,0.81583             ,0.6509              ,0.63413             ,0.41976             ,0.48666             ,0.73951             ,0.12786             ,-0.05719            ,0.52406             ,0.90902             ,0.62415             ,0.54972             ,0.12412             ,0.51665             ,0.41065             ,0.8254              ,0.7693              ,0.20049             ,0.81462             ,-0.02251            ,0.30769             ,0.43855             ,0.33506             ,0.21587             ,0.02237             ,0.50106             ,0.27367             ,0.45521             ,0.56367             ,0.44184             ,0.48831             ,0.28954             ,0.64528             ,0.70762             ,0.67585             ,0.05203             ,0.30613             ,0.04781             ,0.60861             ,0.47585             ,0.22916             ,0.71587             ,0.2908              ,0.65843             ,0.69708             
150                 ,0.49388             ,0.49938             ,0.09703             ,0.09618             ,3964                ,2233                ,143                 ,927                 ,0.35173             ,0.15277             ,0.28519             ,0.09943             ,0.32496             ,0.49001             ,0.54629             ,0.73123             ,0.24784             ,0.6031              ,0.02346             ,0.12067             ,0.86232             ,0.71323             ,0.56549             ,0.75047             ,0.3008              ,0.49356             ,0.39611             ,0.79491             ,0.15318             ,0.67175             ,0.60219             ,0.00425             ,0.28255             ,0.86164             ,0.5931              ,0.76947             ,0.61647             ,0.59522             ,0.41307             ,0.41727             ,0.6925              ,0.08058             ,-0.11826            ,0.48314             ,0.86192             ,0.56898             ,0.50364             ,0.10942             ,0.47463             ,0.40516             ,0.77486             ,0.74766             ,0.1379              ,0.77372             ,-0.03449            ,0.28037             ,0.46672             ,0.32976             ,0.2118              ,0.02252             ,0.46082             ,0.27096             ,0.44164             ,0.51331             ,0.42981             ,0.48218             ,0.25355             ,0.65748             ,0.71057             ,0.64999             ,0.02393             ,0.29349             ,0.03722             ,0.60209             ,0.43058             ,0.22919             ,0.67753             ,0.29889             ,0.64636             ,0.67452             
200                 ,0.56037             ,0.54621             ,0.09043             ,0.09157             ,3958                ,2233                ,148                 ,971                 ,0.34954             ,0.1447              ,0.24541             ,0.0783              ,0.33504             ,0.45999             ,0.52684             ,0.68609             ,0.23239             ,0.55842             ,-0.06493            ,0.08367             ,0.83225             ,0.65718             ,0.52337             ,0.70467             ,0.26914             ,0.47174             ,0.37444             ,0.77304             ,0.14794             ,0.63496             ,0.55822             ,-0.00631            ,0.25424             ,0.82294             ,0.54455             ,0.72444             ,0.60123             ,0.56298             ,0.39439             ,0.36332             ,0.64019             ,0.02989             ,-0.15056            ,0.45125             ,0.79475             ,0.51191             ,0.46102             ,0.10097             ,0.4347              ,0.41351             ,0.7342              ,0.725               ,0.07887             ,0.7353              ,-0.02547            ,0.23479             ,0.48386             ,0.32282             ,0.21108             ,0.03547             ,0.43775             ,0.26208             ,0.43692             ,0.47233             ,0.42351             ,0.48655             ,0.25978             ,0.65313             ,0.69865             ,0.61259             ,-0.00129            ,0.27889             ,0.03191             ,0.58559             ,0.39657             ,0.22919             ,0.6539              ,0.29641             ,0.63809             ,0.65209             
250                 ,0.59031             ,0.5753              ,0.0873              ,0.08859             ,3944                ,2217                ,151                 ,1016                ,0.35653             ,0.13317             ,0.20974             ,0.06095             ,0.3513              ,0.43185             ,0.51146             ,0.64565             ,0.22372             ,0.51723             ,-0.14571            ,0.0522              ,0.8021              ,0.60327             ,0.48392             ,0.66087             ,0.23897             ,0.45551             ,0.36071             ,0.74788             ,0.14045             ,0.60456             ,0.51679             ,-0.00663            ,0.24392             ,0.7866              ,0.49524             ,0.68073             ,0.59994             ,0.53023             ,0.3761              ,0.32973             ,0.5885              ,-0.00902            ,-0.15044            ,0.42727             ,0.72693             ,0.46493             ,0.42167             ,0.09662             ,0.39617             ,0.41519             ,0.70565             ,0.6978              ,0.04052             ,0.70199             ,-0.00922            ,0.18648             ,0.49132             ,0.32345             ,0.21338             ,0.05401             ,0.43162             ,0.25875             ,0.43449             ,0.45368             ,0.41783             ,0.4971              ,0.29226             ,0.63642             ,0.66862             ,0.59461             ,-0.02713            ,0.27362             ,0.03012             ,0.56962             ,0.3796              ,0.23021             ,0.64639             ,0.29043             ,0.63047             ,0.63132             
300                 ,0.60832             ,0.60295             ,0.08536             ,0.08566             ,3927                ,2156                ,155                 ,1050                ,0.36181             ,0.12505             ,0.17791             ,0.04659             ,0.3662              ,0.40358             ,0.49641             ,0.61299             ,0.21296             ,0.47809             ,-0.18685            ,0.02645             ,0.76937             ,0.55313             ,0.44719             ,0.61792             ,0.21083             ,0.43353             ,0.35044             ,0.71957             ,0.12883             ,0.57696             ,0.47784             ,-0.00764            ,0.24043             ,0.74824             ,0.44786             ,0.63823             ,0.59676             ,0.49651             ,0.35872             ,0.30387             ,0.54073             ,-0.03332            ,-0.145              ,0.40574             ,0.66341             ,0.42057             ,0.38589             ,0.08902             ,0.35941             ,0.39591             ,0.68462             ,0.66722             ,0.01416             ,0.67018             ,0.01415             ,0.14483             ,0.49407             ,0.32764             ,0.21783             ,0.0759              ,0.43097             ,0.25631             ,0.4319              ,0.44889             ,0.40985             ,0.5035              ,0.32591             ,0.61511             ,0.62926             ,0.58453             ,-0.05238            ,0.27                ,0.0357              ,0.54908             ,0.37077             ,0.23003             ,0.64374             ,0.28499             ,0.62512             ,0.61888             
350                 ,0.62527             ,0.62025             ,0.08349             ,0.08377             ,3910                ,2016                ,161                 ,1072                ,0.35847             ,0.11557             ,0.14955             ,0.0327              ,0.37113             ,0.37907             ,0.47738             ,0.58332             ,0.19849             ,0.44056             ,-0.19265            ,0.01112             ,0.73662             ,0.50716             ,0.4128              ,0.57746             ,0.1835              ,0.40568             ,0.34201             ,0.69196             ,0.11537             ,0.54813             ,0.44103             ,-0.01303            ,0.23389             ,0.7153              ,0.40385             ,0.59729             ,0.5903              ,0.465               ,0.33875             ,0.28106             ,0.50103             ,-0.0592             ,-0.14136            ,0.38418             ,0.60815             ,0.37988             ,0.35343             ,0.08557             ,0.32401             ,0.35963             ,0.66428             ,0.63753             ,-0.00403            ,0.63707             ,0.01827             ,0.11546             ,0.49345             ,0.32679             ,0.2215              ,0.08376             ,0.42902             ,0.25561             ,0.42792             ,0.44047             ,0.39752             ,0.51403             ,0.34702             ,0.5966              ,0.58918             ,0.56763             ,-0.07861            ,0.27407             ,0.03416             ,0.5356              ,0.36644             ,0.2301              ,0.63842             ,0.27855             ,0.61181             ,0.60332             
400                 ,0.63948             ,0.64084             ,0.08189             ,0.08147             ,3890                ,2021                ,171                 ,1078                ,0.34212             ,0.11767             ,0.12235             ,0.02132             ,0.35364             ,0.35801             ,0.4586              ,0.5593              ,0.17681             ,0.4039              ,-0.19434            ,0.00342             ,0.70903             ,0.46409             ,0.37954             ,0.53911             ,0.15808             ,0.36475             ,0.32639             ,0.66777             ,0.10157             ,0.51742             ,0.40587             ,-0.01389            ,0.22326             ,0.69115             ,0.36714             ,0.55831             ,0.58406             ,0.43475             ,0.32753             ,0.26222             ,0.4756              ,-0.09903            ,-0.14               ,0.36922             ,0.57349             ,0.34584             ,0.32315             ,0.08584             ,0.29045             ,0.28462             ,0.64718             ,0.61053             ,-0.01136            ,0.6022              ,0.01883             ,0.08797             ,0.48395             ,0.33324             ,0.20428             ,0.0796              ,0.436               ,0.25427             ,0.42276             ,0.4409              ,0.39504             ,0.52097             ,0.37711             ,0.57393             ,0.55105             ,0.52013             ,-0.11082            ,0.2756              ,0.03021             ,0.54211             ,0.37031             ,0.23058             ,0.63649             ,0.26957             ,0.59768             ,0.59171             
450                 ,0.65444             ,0.65948             ,0.08017             ,0.07933             ,3866                ,2022                ,187                 ,1078                ,0.32342             ,0.12106             ,0.09942             ,0.01292             ,0.33147             ,0.33637             ,0.43582             ,0.53593             ,0.15706             ,0.36864             ,-0.18341            ,-0.00252            ,0.68129             ,0.42632             ,0.34781             ,0.50227             ,0.13565             ,0.3182              ,0.3068              ,0.64695             ,0.08814             ,0.48703             ,0.37182             ,-0.00594            ,0.21382             ,0.668               ,0.33313             ,0.52072             ,0.57635             ,0.40422             ,0.31351             ,0.24692             ,0.45359             ,-0.13067            ,-0.13832            ,0.35403             ,0.54103             ,0.31705             ,0.29794             ,0.08788             ,0.25917             ,0.21376             ,0.6313              ,0.58723             ,-0.01687            ,0.5675              ,0.01762             ,0.06308             ,0.47252             ,0.33851             ,0.18878             ,0.07322             ,0.44317             ,0.25241             ,0.4155              ,0.43822             ,0.39623             ,0.52241             ,0.40019             ,0.54939             ,0.51931             ,0.47368             ,-0.14635            ,0.27411             ,0.03348             ,0.54255             ,0.3727              ,0.2336              ,0.63541             ,0.25821             ,0.58341             ,0.58288             
500                 ,0.69309             ,0.70172             ,0.07556             ,0.07424             ,3822                ,2023                ,208                 ,1078                ,0.30625             ,0.12458             ,0.07861             ,0.00793             ,0.30682             ,0.315               ,0.41375             ,0.51326             ,0.13561             ,0.33385             ,-0.16977            ,-0.00634            ,0.65184             ,0.39246             ,0.31509             ,0.46699             ,0.11575             ,0.27474             ,0.28657             ,0.62661             ,0.07577             ,0.45936             ,0.33859             ,0.00982             ,0.20919             ,0.6484              ,0.3009              ,0.48443             ,0.57197             ,0.37442             ,0.30355             ,0.24058             ,0.43322             ,-0.1509             ,-0.1332             ,0.33935             ,0.50947             ,0.29103             ,0.26717             ,0.09055             ,0.23007             ,0.15282             ,0.61764             ,0.56475             ,-0.01731            ,0.53515             ,0.01456             ,0.0396              ,0.45867             ,0.3451              ,0.17364             ,0.06811             ,0.45305             ,0.25061             ,0.40563             ,0.44001             ,0.39831             ,0.52023             ,0.42002             ,0.52118             ,0.48905             ,0.42612             ,-0.16008            ,0.27265             ,0.04104             ,0.54492             ,0.37686             ,0.23632             ,0.6312              ,0.24886             ,0.57147             ,0.58092             
