epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.07845             ,0.08176             ,0.13092             ,0.13026             ,1909                ,1536                ,722                 ,2993                ,0.84395             ,0.03394             ,0.71897             ,0.93949             ,0.75126             ,0.25515             ,0.6534              ,0.86761             ,0.36862             ,0.39563             ,0.44404             ,0.92763             ,0.30206             ,0.22364             ,0.81387             ,0.59052             ,0.20536             ,0.77154             ,0.10972             ,0.87402             ,0.24881             ,0.91273             ,0.45382             ,0.17328             ,0.86811             ,0.60938             ,0.09711             ,0.03113             ,0.92388             ,0.83815             ,0.27375             ,0.73092             ,0.78594             ,0.06839             ,0.83832             ,0.15463             ,0.59315             ,0.40178             ,0.92017             ,0.91749             ,0.16074             ,0.63074             ,-0.012              ,0.62471             ,0.933               ,0.94591             ,0.48656             ,0.65351             ,0.7755              ,0.42683             ,0.10238             ,0.32713             ,0.9989              ,0.17389             ,0.8623              ,0.16123             ,0.60295             ,0.70931             ,0.95219             ,0.97817             ,0.25887             ,0.37511             ,0.28201             ,0.50153             ,0.55677             ,0.58629             ,0.91816             ,0.9473              ,0.90678             ,0.04042             ,0.94703             ,0.32585             
100                 ,0.14823             ,0.15657             ,0.12587             ,0.12485             ,1907                ,1529                ,686                 ,3001                ,0.83251             ,0.03515             ,0.67461             ,0.89853             ,0.74819             ,0.25177             ,0.63815             ,0.85531             ,0.35795             ,0.35791             ,0.44111             ,0.88001             ,0.29685             ,0.22166             ,0.8077              ,0.58156             ,0.20013             ,0.76001             ,0.0813              ,0.86873             ,0.24674             ,0.88199             ,0.45425             ,0.16723             ,0.81799             ,0.5889              ,0.08014             ,0.00883             ,0.91347             ,0.79291             ,0.22222             ,0.72486             ,0.75029             ,0.06249             ,0.81381             ,0.09302             ,0.57423             ,0.37605             ,0.89944             ,0.89445             ,0.13834             ,0.60711             ,-0.02187            ,0.61159             ,0.91671             ,0.91272             ,0.48836             ,0.61328             ,0.77535             ,0.42193             ,0.10147             ,0.32237             ,0.99678             ,0.17884             ,0.86498             ,0.15945             ,0.59433             ,0.69906             ,0.93989             ,0.96682             ,0.25798             ,0.37744             ,0.2841              ,0.49809             ,0.55594             ,0.58213             ,0.91214             ,0.94004             ,0.89278             ,0.03976             ,0.93915             ,0.3227              
150                 ,0.27908             ,0.30659             ,0.1158              ,0.1132              ,1906                ,1508                ,644                 ,2998                ,0.81826             ,0.0338              ,0.63195             ,0.85759             ,0.74514             ,0.24914             ,0.61972             ,0.84744             ,0.34674             ,0.32142             ,0.43441             ,0.83641             ,0.28914             ,0.2201              ,0.79995             ,0.56942             ,0.19608             ,0.743               ,0.08818             ,0.8554              ,0.24118             ,0.84693             ,0.45156             ,0.15736             ,0.77151             ,0.57804             ,0.06674             ,-0.0041             ,0.87804             ,0.74879             ,0.17999             ,0.7177              ,0.72132             ,0.07438             ,0.77943             ,0.04122             ,0.53876             ,0.34807             ,0.87638             ,0.86443             ,0.12023             ,0.57611             ,-0.02828            ,0.53897             ,0.90983             ,0.87548             ,0.48567             ,0.57227             ,0.7771              ,0.41033             ,0.10367             ,0.31186             ,0.98874             ,0.18444             ,0.87239             ,0.16244             ,0.57864             ,0.6778              ,0.92051             ,0.95915             ,0.25622             ,0.3808              ,0.2881              ,0.48744             ,0.5576              ,0.57386             ,0.90047             ,0.93107             ,0.87636             ,0.04221             ,0.92642             ,0.31688             
200                 ,0.39872             ,0.43221             ,0.10576             ,0.10243             ,1902                ,1472                ,601                 ,3000                ,0.8                 ,0.03971             ,0.59274             ,0.81633             ,0.7329              ,0.25276             ,0.59555             ,0.83681             ,0.34906             ,0.29197             ,0.41838             ,0.79995             ,0.28383             ,0.21442             ,0.7859              ,0.56461             ,0.19029             ,0.72379             ,0.10252             ,0.84202             ,0.24491             ,0.8107              ,0.44516             ,0.15012             ,0.73554             ,0.57624             ,0.06931             ,0.00833             ,0.82971             ,0.71101             ,0.17474             ,0.69781             ,0.69084             ,0.08408             ,0.73748             ,0.04827             ,0.48954             ,0.3174              ,0.84816             ,0.8288              ,0.11414             ,0.54403             ,-0.01969            ,0.45834             ,0.90651             ,0.83725             ,0.46163             ,0.53205             ,0.77483             ,0.40345             ,0.11188             ,0.29974             ,0.97019             ,0.18865             ,0.87661             ,0.15949             ,0.57471             ,0.6665              ,0.89216             ,0.9615              ,0.26023             ,0.37855             ,0.28942             ,0.47696             ,0.55533             ,0.56746             ,0.88758             ,0.92391             ,0.87128             ,0.04989             ,0.91201             ,0.3119              
250                 ,0.50656             ,0.54019             ,0.0958              ,0.09218             ,1902                ,1414                ,562                 ,3002                ,0.78055             ,0.04257             ,0.55239             ,0.77502             ,0.71716             ,0.2563              ,0.56762             ,0.8305              ,0.34078             ,0.26064             ,0.39969             ,0.765               ,0.27423             ,0.20695             ,0.77161             ,0.55679             ,0.18789             ,0.69852             ,0.11181             ,0.82298             ,0.24483             ,0.7718              ,0.44234             ,0.13548             ,0.69451             ,0.57131             ,0.06334             ,0.01106             ,0.76963             ,0.67276             ,0.14939             ,0.67884             ,0.65757             ,0.10128             ,0.69025             ,0.06675             ,0.44839             ,0.2697              ,0.81981             ,0.79515             ,0.09381             ,0.50404             ,-0.00552            ,0.37256             ,0.90429             ,0.79686             ,0.42629             ,0.49079             ,0.77238             ,0.39152             ,0.1147              ,0.2848              ,0.94995             ,0.1942              ,0.88399             ,0.15782             ,0.5644              ,0.65641             ,0.85911             ,0.97564             ,0.26185             ,0.3763              ,0.29092             ,0.46532             ,0.55945             ,0.56049             ,0.86645             ,0.91209             ,0.8554              ,0.05118             ,0.8982              ,0.30927             
300                 ,0.6008              ,0.62801             ,0.08617             ,0.08291             ,1929                ,1343                ,533                 ,3001                ,0.76318             ,0.04681             ,0.51312             ,0.73449             ,0.69512             ,0.25906             ,0.54148             ,0.82004             ,0.3302              ,0.22912             ,0.38549             ,0.73427             ,0.26527             ,0.2001              ,0.75645             ,0.55071             ,0.18436             ,0.6706              ,0.13961             ,0.80568             ,0.24947             ,0.73432             ,0.43544             ,0.11786             ,0.66214             ,0.56327             ,0.05624             ,0.01094             ,0.71183             ,0.63531             ,0.15541             ,0.66009             ,0.62067             ,0.11692             ,0.65717             ,0.11711             ,0.40875             ,0.2028              ,0.79077             ,0.75799             ,0.0678              ,0.45531             ,-0.00045            ,0.29583             ,0.90011             ,0.75803             ,0.37639             ,0.44861             ,0.76402             ,0.38412             ,0.12041             ,0.27879             ,0.92929             ,0.19856             ,0.8825              ,0.15371             ,0.55545             ,0.65435             ,0.83586             ,0.97885             ,0.26662             ,0.38056             ,0.29108             ,0.4585              ,0.5643              ,0.55596             ,0.8467              ,0.89904             ,0.84186             ,0.05321             ,0.8809              ,0.3163              
350                 ,0.65362             ,0.67229             ,0.08027             ,0.07782             ,1925                ,1281                ,513                 ,3003                ,0.74792             ,0.0501              ,0.47538             ,0.6948              ,0.67266             ,0.25964             ,0.51733             ,0.80606             ,0.31869             ,0.19468             ,0.37515             ,0.70562             ,0.25753             ,0.19371             ,0.74221             ,0.54344             ,0.17506             ,0.64359             ,0.14518             ,0.7914              ,0.25597             ,0.69692             ,0.42255             ,0.10545             ,0.63589             ,0.55127             ,0.05148             ,0.0054              ,0.66437             ,0.59812             ,0.17447             ,0.64421             ,0.57587             ,0.13442             ,0.63445             ,0.16494             ,0.3733              ,0.15551             ,0.76312             ,0.71465             ,0.04986             ,0.40675             ,-0.016              ,0.24444             ,0.89157             ,0.71934             ,0.32992             ,0.4065              ,0.75239             ,0.38157             ,0.12484             ,0.27991             ,0.91159             ,0.20093             ,0.8719              ,0.15024             ,0.54832             ,0.6526              ,0.82037             ,0.96646             ,0.27344             ,0.38648             ,0.29131             ,0.45608             ,0.56646             ,0.55372             ,0.83284             ,0.8852              ,0.83176             ,0.05592             ,0.86204             ,0.32723             
400                 ,0.68173             ,0.69349             ,0.07694             ,0.07526             ,1925                ,1233                ,498                 ,3024                ,0.73257             ,0.05178             ,0.43917             ,0.656               ,0.65267             ,0.25817             ,0.49335             ,0.7888              ,0.30796             ,0.16504             ,0.36601             ,0.67581             ,0.25082             ,0.18563             ,0.72732             ,0.53368             ,0.16338             ,0.61856             ,0.18154             ,0.77743             ,0.25975             ,0.65853             ,0.41009             ,0.095               ,0.61062             ,0.53536             ,0.0479              ,-0.00363            ,0.62673             ,0.56212             ,0.17996             ,0.62941             ,0.52778             ,0.14788             ,0.61757             ,0.19644             ,0.3445              ,0.12241             ,0.73543             ,0.66917             ,0.04326             ,0.36732             ,-0.01645            ,0.21399             ,0.87804             ,0.67996             ,0.29713             ,0.36901             ,0.73921             ,0.38102             ,0.1273              ,0.28417             ,0.8943              ,0.2023              ,0.85707             ,0.14741             ,0.54302             ,0.64889             ,0.80519             ,0.94658             ,0.27944             ,0.3909              ,0.29138             ,0.45505             ,0.56501             ,0.55027             ,0.82346             ,0.87224             ,0.82279             ,0.0567              ,0.84386             ,0.33393             
450                 ,0.70137             ,0.70769             ,0.07453             ,0.0735              ,1904                ,1194                ,486                 ,3057                ,0.71658             ,0.05267             ,0.40455             ,0.61812             ,0.63423             ,0.25495             ,0.47003             ,0.76997             ,0.29631             ,0.14222             ,0.35938             ,0.64437             ,0.24489             ,0.17615             ,0.71089             ,0.52256             ,0.15216             ,0.59478             ,0.12131             ,0.7613              ,0.26104             ,0.62067             ,0.39686             ,0.08438             ,0.58514             ,0.52057             ,0.04418             ,-0.01363            ,0.59214             ,0.52711             ,0.18139             ,0.616               ,0.48426             ,0.15602             ,0.6009              ,0.21552             ,0.31702             ,0.09219             ,0.70702             ,0.62472             ,0.04347             ,0.33323             ,-0.01623            ,0.18899             ,0.86331             ,0.64142             ,0.26975             ,0.33882             ,0.72507             ,0.38003             ,0.13009             ,0.28799             ,0.87681             ,0.20275             ,0.84038             ,0.14553             ,0.53439             ,0.6423              ,0.7901              ,0.92232             ,0.28499             ,0.39538             ,0.29144             ,0.45188             ,0.56151             ,0.54587             ,0.81643             ,0.85712             ,0.81449             ,0.057               ,0.82519             ,0.33409             
500                 ,0.71247             ,0.71519             ,0.07313             ,0.07255             ,1906                ,1159                ,477                 ,3054                ,0.70019             ,0.05232             ,0.37144             ,0.58124             ,0.61867             ,0.24941             ,0.44813             ,0.75111             ,0.28337             ,0.12507             ,0.35249             ,0.60728             ,0.23777             ,0.16698             ,0.69212             ,0.51044             ,0.13991             ,0.57366             ,0.07028             ,0.74251             ,0.26045             ,0.58398             ,0.38347             ,0.07282             ,0.56177             ,0.50796             ,0.0416              ,-0.01409            ,0.56026             ,0.49193             ,0.16958             ,0.60227             ,0.44486             ,0.15361             ,0.58301             ,0.21714             ,0.2921              ,0.06701             ,0.6778              ,0.57956             ,0.03943             ,0.31013             ,-0.0161             ,0.16688             ,0.84604             ,0.60409             ,0.25194             ,0.30952             ,0.70999             ,0.3787              ,0.13153             ,0.2898              ,0.85768             ,0.20267             ,0.82454             ,0.14522             ,0.5224              ,0.63365             ,0.77488             ,0.89719             ,0.28796             ,0.39748             ,0.29104             ,0.44795             ,0.55785             ,0.54127             ,0.80933             ,0.84234             ,0.80348             ,0.05757             ,0.80833             ,0.32961             
